Ticker,Short Name,GICS Sector,GICS Ind Name,Curr Adj Mkt Cap,Mrkt Cap Sum,Weight,EV,ESG Score,UN Glob Comp Sign,% Women on Bd,GHG Scp 1 Est,GHG Scp 1 2 Watrfll Per Sale,Cntry Terrtry Of Rsk,Clmt Rsk Phys Lvl,Clmt Rsk Phys Cat,Fossl Fl Op Rev Pct,Oil Op Rev Pct,Coal Op Rev Pct,Tgt Temp Rise Scp 1 And 2 ST,Comp Clm Sci Bse Emiss Targts,Comp Clm Net 0 Emiss Tgt,Invt In Sustain Prods
VACN SE,VAT GROUP AG,Industrials,Machinery,16103.55079,99429445.9,0.0002,14619.198,4.690000057,#N/A N/A,37.5,1.256,8.139,CH,80,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
OMV AV,OMV AG,Energy,"Oil, Gas & Consumable Fuels",16092.07804,99429445.9,0.0002,25820.0909,6.510000229,Y,40,12988.793,281.276,AT,81,High Risk,78.8424,78.8424,0,2.18,Y,Y,#N/A N/A
ILMN UW,ILLUMINA INC,Health Care,Life Sciences Tools & Services,16070.184,99429445.9,0.0002,17238.184,6.570000172,Y,30,17.315,9.969,US,87,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
CLX UN,CLOROX CO,Consumer Staples,Household Products,16021.51813,99429445.9,0.0002,18986.51813,5.960000038,#N/A N/A,50,67.815,13.007,US,84,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
IHG LN,INTERCONTINENTAL,Consumer Discretionary,"Hotels, Restaurants & Leisure",16019.74731,99429445.9,0.0002,18283.60424,4.889999866,Y,50,437.616,622.636,GB,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
603501 C1,WILL SEMICONDU-A,Information Technology,Semiconductors & Semiconductor,15980.94182,99429445.9,0.0002,117674.8024,4.710000038,N,11.1111002,0.576,12.402,CN,97,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
MRO UN,MARATHON OIL,Energy,"Oil, Gas & Consumable Fuels",15934.00293,99429445.9,0.0002,21313.00293,6.150000095,#N/A N/A,37.5,2729.913,484.844,US,73,Moderate Risk,100,100,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
AVTR UN,AVANTOR INC,Health Care,Life Sciences Tools & Services,15928.79527,99429445.9,0.0002,21016.89527,3.319999933,#N/A N/A,30,26.009,9.787,US,79,Moderate Risk,0,0,0,2.04,#N/A N/A,#N/A N/A,#N/A N/A
AKRBP NO,AKER BP ASA,Energy,"Oil, Gas & Consumable Fuels",15927.48342,99429445.9,0.0002,19150.16414,7.099999905,Y,38.46149826,936.197,106.82,NO,#N/A N/A,#N/A N/A,100,100,0,2.26,#N/A N/A,#N/A N/A,#N/A N/A
ELET3 BS,ELETROBRAS,Utilities,Electric Utilities,15878.89339,99429445.9,0.0002,125295.4996,3.559999943,Y,11.1111002,4509.071,622.986,BR,79,Moderate Risk,0,0,0,2.29,#N/A N/A,Y,#N/A N/A
ELET6 BS,ELETROBRAS-PR B,Utilities,Electric Utilities,15878.89339,99429445.9,0.0002,125295.4996,3.559999943,Y,11.1111002,4509.071,622.986,BR,79,Moderate Risk,0,0,0,2.29,#N/A N/A,Y,#N/A N/A
NESTE FH,NESTE OYJ,Energy,"Oil, Gas & Consumable Fuels",15859.34697,99429445.9,0.0002,17564.39432,5.920000076,Y,25,2164.496,120.131,FI,87,High Risk,63.5082,63.5082,0,3.2,Y,Y,#N/A N/A
SBK SJ,STANDARD BANK GR,Financials,Banks,15825.76869,99429445.9,0.0002,#N/A N/A,3.930000067,N,#N/A N/A,11.036,9.716,ZA,76,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
4612 JT,NIPPON PAINT HOL,Materials,Chemicals,15793.32993,99429445.9,0.0002,2900240.752,3.960000038,#N/A N/A,11.1111002,15.037,5.37,JP,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
000596 C2,ANHUI GUJINGD-A,Consumer Staples,Beverages,15780.09337,99429445.9,0.0002,98318.74352,2.019999981,N,11.1111002,94.993,64.83,CN,95,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601688 C1,HUATAI SECURIT-A,Financials,Capital Markets,15776.01252,99429445.9,0.0002,378009.6121,4.110000134,N,7.692309856,2.829,5.115,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
6886 HK,HUATAI SECURIT-H,Financials,Capital Markets,15774.78604,99429445.9,0.0002,378009.6136,4.110000134,N,7.692309856,2.829,5.115,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
RPRX UW,ROYALTY PHARMA-A,Health Care,Pharmaceuticals,15772.34395,99429445.9,0.0002,24432.68495,2.170000076,#N/A N/A,20,27.472,28.477,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
LODHA IS,MACROTECH DEVELO,Real Estate,Real Estate Management & Devel,15761.71481,99429445.9,0.0002,1343392.138,4.039999962,N,22.22220039,1.182,8.777,IN,#N/A N/A,#N/A N/A,0,0,0,0,Y,Y,#N/A N/A
GAIL IS,GAIL INDIA LTD,Utilities,Gas Utilities,15748.30647,99429445.9,0.0002,1482019.569,5.550000191,Y,8.333330154,4888.667,228.547,IN,92,High Risk,96.6299,3.3912,0,3.2,N,Y,122.6999969
SRG IM,SNAM SPA,Utilities,Gas Utilities,15727.56383,99429445.9,0.0002,30178.82316,3.960000038,#N/A N/A,44.44440079,1585.847,332.969,IT,87,High Risk,100,0,0,1.62,#N/A N/A,Y,#N/A N/A
CFG UN,CITIZENS FINANCI,Financials,Banks,15693.6388,99429445.9,0.0002,#N/A N/A,3.650000095,#N/A N/A,35.71429825,11.625,5.381,US,81,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
600999 C1,CHINA MERCHANT-A,Financials,Capital Markets,15694.40762,99429445.9,0.0002,375250.8009,1.929999948,N,7.692309856,1.136,6.175,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
6099 HK,CHINA MERCHAN-H,Financials,Capital Markets,15693.1875,99429445.9,0.0002,375250.8025,1.929999948,N,7.692309856,1.136,6.175,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
AMUN FP,AMUNDI SA,Financials,Capital Markets,15661.76481,99429445.9,0.0002,14234.08096,4.369999886,Y,53.84619904,1.935,0.26,FR,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
GCPL IS,GODREJ CONSUMER,Consumer Staples,Personal Care Products,15651.5769,99429445.9,0.0002,1312612.658,5.340000153,N,41.66669846,35.056,38.42,IN,89,High Risk,0,0,0,2.72,Y,Y,#N/A N/A
EIM IS,EICHER MOTORS,Consumer Discretionary,Automobiles,15599.91908,99429445.9,0.0002,1299643.451,2.700000048,Y,16.66670036,9.177,39.754,IN,88,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
SGRO LN,SEGRO PLC,Real Estate,Industrial REITs,15593.82534,99429445.9,0.0002,17211.09082,5.880000114,N,44.44440079,5.786,3.611,GB,96,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
300015 C2,AIER EYE HSPTL-A,Health Care,Health Care Providers & Servic,15591.01871,99429445.9,0.0002,112188.8918,3.599999905,N,14.28569984,9.548,31.943,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
1378 HK,CHINA HONGQIAO,Materials,Metals & Mining,15563.47554,99429445.9,0.0002,155348.6598,3.059999943,N,33.33330154,58007.188,4223.279,CN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
LUV UN,SOUTHWEST AIR,Industrials,Passenger Airlines,15553.88337,99429445.9,0.0002,14202.88337,6.96999979,#N/A N/A,20,22321.187,857.576,US,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
IEX UN,IDEX CORP,Industrials,Machinery,15544.04053,99429445.9,0.0002,16251.04053,3.950000048,#N/A N/A,30,12.372,22.064,US,81,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
FDS UN,FACTSET RESEARCH,Financials,Capital Markets,15536.3951,99429445.9,0.0002,16790.3801,5.260000229,#N/A N/A,33.33330154,1.419,5.436,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
CIMB MK,CIMB GROUP HOLDI,Financials,Banks,15527.89867,99429445.9,0.0002,#N/A N/A,4.210000038,#N/A N/A,33.33330154,3.142,10.837,MY,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
8308 JT,RESONA HOLDINGS,Financials,Banks,15482.87009,99429445.9,0.0002,#N/A N/A,3.200000048,Y,25,6.017,7.351,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,N,#N/A N/A
601229 C1,BANK OF SHANGH-A,Financials,Banks,15458.68323,99429445.9,0.0002,#N/A N/A,2.430000067,#N/A N/A,12.5,3.604,3.706,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
OC UN,OWENS CORNING,Industrials,Building Products,15451.72872,99429445.9,0.0002,17541.72872,6.949999809,Y,30,1982.9,302.643,US,78,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
FOX UW,FOX CORP - B,Communication Services,Media,15434.88442,99429445.9,0.0002,20166.70845,3.319999933,#N/A N/A,12.5,14.038,5.633,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
FOXA UW,FOX CORP - A,Communication Services,Media,15432.57292,99429445.9,0.0002,20164.37479,3.319999933,#N/A N/A,12.5,14.038,5.633,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
NWS UW,NEWS CORP-CL B,Communication Services,Media,15408.47131,99429445.9,0.0002,18384.57529,3.559999943,N,37.5,15.354,15.558,US,45,Low Risk,0,0,0,3.2,Y,Y,#N/A N/A
NWSA UW,NEWS CORP-CL A,Communication Services,Media,15406.57529,99429445.9,0.0002,18384.57529,3.559999943,N,37.5,15.354,15.558,US,45,Low Risk,0,0,0,3.2,Y,Y,#N/A N/A
DGX UN,QUEST DIAGNOSTIC,Health Care,Health Care Providers & Servic,15393.95941,99429445.9,0.0002,20385.95941,3.950000048,#N/A N/A,40,279.458,44.127,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
ADCB DH,ABU DHABI COMMER,Financials,Banks,15385.24079,99429445.9,0.0002,#N/A N/A,2.480000019,N,18.18180084,0.697,1.816,AE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
WMG UW,WARNER MUSIC-A,Communication Services,Entertainment,15387.21009,99429445.9,0.0002,19218.21009,3.190000057,#N/A N/A,27.27269936,5.432,1.557,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,#N/A N/A,#N/A N/A
4307 JT,NOMURA RESEARCH,Information Technology,IT Services,15381.66706,99429445.9,0.0002,2538399.181,4.579999924,Y,11.1111002,1.705,4.232,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
AES UN,AES CORP,Utilities,Independent Power and Renewabl,15368.16624,99429445.9,0.0002,47265.16624,5.670000076,#N/A N/A,45.45449829,43906.953,3768.572,US,76,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
GEN UW,GEN DIGITAL INC,Information Technology,Software,15349.96666,99429445.9,0.0002,23111.09739,4.860000134,#N/A N/A,#N/A N/A,1.166,4.526,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
CG UW,CARLYLE GROUP IN,Financials,Capital Markets,15352.502,99429445.9,0.0002,17081.202,3.299999952,#N/A N/A,30.76919937,5.322,3.014,US,83,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
IP UN,INTL PAPER CO,Materials,Containers & Packaging,15345.14207,99429445.9,0.0002,20173.14207,5.820000172,#N/A N/A,27.27269936,5916.058,515.645,US,80,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
5020 JT,ENEOS HOLDINGS I,Energy,"Oil, Gas & Consumable Fuels",15276.50966,99429445.9,0.0002,5362762.017,5.090000153,Y,18.75,26630.735,250.736,JP,88,High Risk,85.953,85.953,0,3.2,N,Y,#N/A N/A
12 HK,HENDERSON LAND D,Real Estate,Real Estate Management & Devel,15235.00404,99429445.9,0.0002,208120.1203,2.880000114,#N/A N/A,11.76469994,5.269,39.526,HK,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
TPG UW,TPG INC,Financials,Capital Markets,15192.56146,99429445.9,0.0002,17938.39146,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.808,1.531,US,90,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
MAA UN,MID-AMERICA APAR,Real Estate,Residential REITs,15140.20325,99429445.9,0.0002,19984.42255,3.799999952,#N/A N/A,30.76919937,6.868,153.733,US,99,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
600015 C1,HUAXIA BANK CO-A,Financials,Banks,15139.05161,99429445.9,0.0002,#N/A N/A,1.690000057,N,18.75,3.965,0.001,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
OKTA UW,OKTA INC,Information Technology,IT Services,15133.64263,99429445.9,0.0002,14184.64263,3.269999981,#N/A N/A,33.33330154,0.074,1.258,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
SDZ SE,SANDOZ GROUP AG,Health Care,Pharmaceuticals,15129.58246,99429445.9,0.0002,18587.27109,#N/A Field Not Applicable,N,#N/A N/A,103.53,18.338,CH,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
603195 C1,GONEO GROUP CO-A,Industrials,Electrical Equipment,15117.46394,99429445.9,0.0002,94546.88452,1.980000019,N,22.22220039,18.534,55.053,CN,97,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601995 C1,CHINA INTERNAT-A,Financials,Capital Markets,15115.98699,99429445.9,0.0002,274752.8215,2.799999952,#N/A N/A,12.5,0.133,3.087,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
3908 HK,CHINA INTERNAT-H,Financials,Capital Markets,15114.81182,99429445.9,0.0002,274752.8229,2.799999952,#N/A N/A,12.5,0.133,3.087,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
BURL UN,BURLINGTON STORE,Consumer Discretionary,Specialty Retail,15101.59319,99429445.9,0.0002,18981.06819,1.929999948,#N/A N/A,30,40.877,23.148,US,82,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
NXT LN,NEXT PLC,Consumer Discretionary,Broadline Retail,15092.31726,99429445.9,0.0002,13700.77329,5.929999828,#N/A N/A,36.36360168,50.02,13.811,GB,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
SSNC UW,SS&C TECHNOLOGIE,Industrials,Professional Services,15079.3002,99429445.9,0.0002,21561.3002,2.170000076,#N/A N/A,14.28569984,44.062,16.334,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
BRIT IS,BRITANNIA INDS,Consumer Staples,Food Products,15040.70629,99429445.9,0.0002,1251631.88,4.320000172,N,8.333330154,74.349,65.89,IN,89,High Risk,0,0,0,3.2,N,Y,#N/A N/A
MAS UN,MASCO CORP,Industrials,Building Products,15025.0716,99429445.9,0.0002,18138.0716,#N/A Field Not Applicable,#N/A N/A,27.27269936,35.062,18.131,US,79,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
INDUA SS,INDUSTRIVARDEN-A,Financials,Financial Services,14931.96565,99429445.9,0.0002,162951.0757,1.970000029,Y,37.5,0.024,0.009,SE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
INDUC SS,INDUSTRIVARDEN-C,Financials,Financial Services,14931.96565,99429445.9,0.0002,162951.0757,1.970000029,Y,37.5,0.024,0.009,SE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
BG UN,BUNGE GLOBAL SA,Consumer Staples,Food Products,14915.62857,99429445.9,0.0002,18722.62857,3.930000067,Y,33.33330154,1812.453,56.772,US,#N/A N/A,#N/A N/A,0,0,0,3.26,Y,N,#N/A N/A
2313 HK,SHENZHOU INTL GP,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",14883.39011,99429445.9,0.0001,103044.0582,2.480000019,#N/A N/A,22.22220039,451.836,314.434,CN,78,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
KOG NO,KONGSBERG GRUPP,Industrials,Aerospace & Defense,14867.01195,99429445.9,0.0001,155599.4456,4.75,Y,50,2.982,8.423,NO,80,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
SIA SP,SINGAPORE AIRLIN,Industrials,Passenger Airlines,14829.31128,99429445.9,0.0001,23624.37328,3.950000048,Y,18.18180084,11880.114,1027.252,SG,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
688036 C1,SHENZHEN TRANS-A,Information Technology,"Technology Hardware, Storage &",14809.59204,99429445.9,0.0001,89106.92703,2.640000105,N,11.1111002,0.304,2.223,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
1928 JT,SEKISUI HOUSE,Consumer Discretionary,Household Durables,14801.25407,99429445.9,0.0001,2840532.468,4.880000114,Y,30,53.107,3.596,JP,90,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
601111 C1,AIR CHINA LTD-A,Industrials,Passenger Airlines,14784.70632,99429445.9,0.0001,302230.299,3.670000076,N,11.1111002,11212.327,1235.799,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
753 HK,AIR CHINA LTD-H,Industrials,Passenger Airlines,14783.5569,99429445.9,0.0001,302230.3004,3.670000076,N,11.1111002,11212.327,1235.799,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
9101 JT,NIPPON YUSEN KK,Industrials,Marine Transportation,14741.99773,99429445.9,0.0001,3110705,5.429999828,Y,25,11101.086,609.898,JP,84,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
KPN NA,KPN (KONIN) NV,Communication Services,Diversified Telecommunication,14736.87857,99429445.9,0.0001,20277.90684,4.710000038,Y,33.33330154,58.013,29.969,NL,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
ADANIENS IS,ADANI ENERGY SOL,Utilities,Electric Utilities,14732.89432,99429445.9,0.0001,1581143.98,4,#N/A N/A,28.57139969,2631.167,2050.3,IN,#N/A N/A,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,1.62,Y,Y,#N/A N/A
7309 JT,SHIMANO INC,Consumer Discretionary,Leisure Products,14717.16589,99429445.9,0.0001,1817475.85,2.470000029,N,11.1111002,6.5,20.218,JP,87,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
H UN,HYATT HOTELS-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",14717.03375,99429445.9,0.0001,17270.03375,4.789999962,#N/A N/A,16.66670036,480.054,405.555,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
EN FP,BOUYGUES SA,Industrials,Construction & Engineering,14665.39913,99429445.9,0.0001,26036.9664,3.569999933,Y,61.53850174,2436.511,41.059,FR,71,Moderate Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
000166 C2,SHENWAN HONGYU-A,Financials,Capital Markets,14660.98038,99429445.9,0.0001,356263.1961,2.410000086,N,18.18180084,0.412,3.319,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
6806 HK,SHENWAN HONGYU-H,Financials,Capital Markets,14659.84061,99429445.9,0.0001,356263.1976,2.410000086,N,18.18180084,0.412,3.319,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601009 C1,BANK OF NANJIN-A,Financials,Banks,14659.07964,99429445.9,0.0001,#N/A N/A,1.980000019,N,40,1.623,3.57,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
600438 C1,TONGWEI CO-A,Information Technology,Semiconductors & Semiconductor,14652.59549,99429445.9,0.0001,155459.2065,5.010000229,Y,37.5,972.726,835.634,CN,83,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
ABN NA,ABN AMRO BANK-CV,Financials,Banks,14651.2997,99429445.9,0.0001,#N/A N/A,4.440000057,#N/A N/A,57.14289856,3.219,0.227,NL,89,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
012330 KP,HYUNDAI MOBIS,Consumer Discretionary,Automobile Components,14641.90867,99429445.9,0.0001,12827078.21,5.619999886,#N/A N/A,11.1111002,65.561,8.311,KR,87,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ALB UN,ALBEMARLE CORP,Materials,Chemicals,14615.71654,99429445.9,0.0001,18711.19154,5.579999924,#N/A N/A,30,557.127,95.01,US,88,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
3 HK,HONG KG CHINA GS,Utilities,Gas Utilities,14608.2336,99429445.9,0.0001,170795.605,4.929999828,Y,0,1669.302,329.002,HK,97,High Risk,86.6894,5.5249,1.3519,2,#N/A N/A,Y,#N/A N/A
SUI UN,SUN COMMUNITIES,Real Estate,Residential REITs,14594.66178,99429445.9,0.0001,22840.36178,5.190000057,#N/A N/A,33.33330154,62.687,62.772,US,96,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
KYGA ID,KERRY GROUP-A,Consumer Staples,Food Products,14590.60525,99429445.9,0.0001,15087.16835,5.900000095,Y,35.71429825,424.821,59.059,IE,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
SWKS UW,SKYWORKS SOLUTIO,Information Technology,Semiconductors & Semiconductor,14570.15593,99429445.9,0.0001,14558.65593,5.349999905,N,33.33330154,35.99,41.545,US,76,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TECHM IS,TECH MAHINDRA LT,Information Technology,IT Services,14566.73777,99429445.9,0.0001,1167699.147,4.440000057,Y,40,8.86,10.764,IN,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
8830 JT,SUMITOMO REALTY,Real Estate,Real Estate Management & Devel,14534.75024,99429445.9,0.0001,6135248.319,3.640000105,Y,11.1111002,45.403,24.475,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,N,Y,#N/A N/A
EXPE UW,EXPEDIA GROUP IN,Consumer Discretionary,"Hotels, Restaurants & Leisure",14504.6817,99429445.9,0.0001,16595.6817,5.099999905,N,41.66669846,3.338,0.291,US,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
INF LN,INFORMA PLC,Communication Services,Media,14488.89139,99429445.9,0.0001,13196.96378,4.329999924,#N/A N/A,36.36360168,1.949,0.111,GB,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
9735 JT,SECOM CO LTD,Industrials,Commercial Services & Supplies,14453.5766,99429445.9,0.0001,1901003.41,4.059999943,Y,12.5,56.55,22.031,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
GRAB UW,GRAB HOLDINGS LT,Industrials,Ground Transportation,14420.41632,99429445.9,0.0001,10902.41632,3.390000105,#N/A N/A,20,14.694,37.605,SG,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
JBL UN,JABIL INC,Information Technology,"Electronic Equipment, Instrume",14429.46886,99429445.9,0.0001,15115.46886,4.829999924,N,20,53.818,17.368,US,78,Moderate Risk,0,0,0,1.69,Y,#N/A N/A,#N/A N/A
ELEKTRA* MF,GRUPO ELEKTRA SA,Financials,Banks,14417.0498,99429445.9,0.0001,503862.3005,3.039999962,#N/A N/A,20,17.753,11.031,MX,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
RYAN UN,RYAN SPECIALTY H,Financials,Insurance,14407.92101,99429445.9,0.0001,16312.13501,2.25,N,15.38459969,26.521,19.72,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
2603 TT,EVERGREEN MARINE,Industrials,Marine Transportation,14386.00595,99429445.9,0.0001,453207.4438,6.050000191,#N/A N/A,11.1111002,7064.003,1177.392,TW,91,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
COL AT,COLES GROUP LTD,Consumer Staples,Consumer Staples Distribution,14363.15132,99429445.9,0.0001,29917.22921,4.53000021,Y,44.44440079,279.465,39.179,AU,91,High Risk,0,0,0,3.2,N,Y,#N/A N/A
688271 C1,SHANGHAI UNITE-A,Health Care,Health Care Equipment & Suppli,14362.31366,99429445.9,0.0001,93149.98786,#N/A Field Not Applicable,N,14.28569984,1.053,22.743,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
GFI SJ,GOLD FIELDS LTD,Materials,Metals & Mining,14359.28547,99429445.9,0.0001,15488.95928,6.289999962,Y,27.27269936,838.8,392.115,ZA,91,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
1038 HK,CKI HOLDINGS,Utilities,Electric Utilities,14342.70824,99429445.9,0.0001,133592.6871,4.050000191,N,25,2504.361,10819.51,HK,95,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,9300
WIL SP,WILMAR INTERNATI,Consumer Staples,Food Products,14341.53824,99429445.9,0.0001,37681.01619,6.369999886,#N/A N/A,15.38459969,10556.247,244.456,CN,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
AMCR UN,AMCOR PLC,Materials,Containers & Packaging,14308.8978,99429445.9,0.0001,21580.8978,6.710000038,N,30,515.951,128.434,US,81,High Risk,0,0,0,2.72,Y,Y,#N/A N/A
6669 TT,WIWYNN CORP,Information Technology,"Technology Hardware, Storage &",14252.59384,99429445.9,0.0001,447984.6562,3.069999933,#N/A N/A,33.33330154,1.611,2.262,TW,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
002493 C2,RONGSHENG PETR-A,Materials,Chemicals,14237.83788,99429445.9,0.0001,345965.3348,3.24000001,N,33.33330154,30850.666,683.877,CN,95,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
